title,artist,year,views,url
Gucci Gang Remix,Joyner Lucas,2017,778553,https://genius.com/Joyner-Lucas-Gucci-Gang-Remix-lyrics
Birthday Suit,The Weeknd,2009,191367,https://genius.com/The-Weeknd-Birthday-Suit-lyrics
Give Yourself a Try,The 1975,2018,489034,https://genius.com/The-1975-Give-Yourself-a-Try-lyrics
Bam Bam,Camila Cabello,2022,222522,https://genius.com/Camila-Cabello-Bam-Bam-lyrics
Leave You Alone,Jeezy,2011,261827,https://genius.com/Jeezy-Leave-You-Alone-lyrics
Yeh Jo Halka Halka,Nusrat Fateh Ali Khan,2012,211216,https://genius.com/Nusrat-Fateh-Ali-Khan-Yeh-Jo-Halka-Halka-lyrics
Last Resort,Papa Roach,2000,321018,https://genius.com/Papa-Roach-Last-Resort-lyrics
Red Dot Music,Mac Miller,2013,455613,https://genius.com/Mac-Miller-Red-Dot-Music-lyrics
Bigmouth Strikes Again,The Smiths,1986,254009,https://genius.com/The-Smiths-Bigmouth-Strikes-Again-lyrics
A Christmas Fucking Miracle,Run The Jewels,2013,209416,https://genius.com/Run-The-Jewels-A-Christmas-Fucking-Miracle-lyrics
Dangerous,Meek Mill,2018,697015,https://genius.com/Meek-Mill-Dangerous-lyrics
Cant Believe It,T-Pain,2008,228934,https://genius.com/TPain-Cant-Believe-It-lyrics
Should I Stay or Should I Go,The Clash,1982,613963,https://genius.com/The-Clash-Should-I-Stay-or-Should-I-Go-lyrics
For Real,Lil Uzi Vert,2017,276510,https://genius.com/Lil-Uzi-Vert-For-Real-lyrics
Wake Me Up,Avicii,2013,847900,https://genius.com/Avicii-Wake-Me-Up-lyrics
Acura Integurl,Frank Ocean,2011,384322,https://genius.com/Frank-Ocean-Acura-Integurl-lyrics
Rock,Plies,2017,271979,https://genius.com/Plies-Rock-lyrics
Myself,Layton Greene,2018,316769,https://genius.com/Layton-Greene-Myself-lyrics
Take Yo Man,City Girls,2018,490445,https://genius.com/City-Girls-Take-Yo-Man-lyrics
Closed on Sunday,Kanye West,2019,905746,https://genius.com/Kanye-West-Closed-on-Sunday-lyrics
Reckless Love Spontaneous Live,Bethel Music,2018,502754,https://genius.com/Bethel-Music-Reckless-Love-Spontaneous-Live-lyrics
Strawberry Bubblegum,Justin Timberlake,2013,268983,https://genius.com/Justin-Timberlake-Strawberry-Bubblegum-lyrics
J Balvin  Bad Bunny - LA CANCIÓN English Translation,Genius English Translations,2019,306293,https://genius.com/Genius-English-Translations-J-Balvin-Bad-Bunny-LA-CANCIÓN-English-Translation-lyrics
That Power,Childish Gambino,2011,517217,https://genius.com/Childish-Gambino-That-Power-lyrics
Skys The Limit,The Notorious B.I.G.,1997,591613,https://genius.com/The-Notorious-BIG-Skys-The-Limit-lyrics
Hello?,Clairo,2018,195843,https://genius.com/Clairo-Hello-lyrics
Hallelujah,Pentatonix,2016,253177,https://genius.com/Pentatonix-Hallelujah-lyrics
Guild,Earl Sweatshirt,2013,293779,https://genius.com/Earl-Sweatshirt-Guild-lyrics
Birds,Imagine Dragons,2018,191825,https://genius.com/Imagine-Dragons-Birds-lyrics
​white tee,Lil Peep,2016,413763,https://genius.com/Lil-Peep-​white-tee-lyrics
You Found Me,The Fray,2008,265239,https://genius.com/The-Fray-You-Found-Me-lyrics
Imagine That,Kevin Gates,2017,327186,https://genius.com/Kevin-Gates-Imagine-That-lyrics
Playing Games Extended Version,Summer Walker & Bryson Tiller,2019,462427,https://genius.com/Summer-Walker-Bryson-Tiller-Playing-Games-Extended-Version-lyrics
Power Circle,Rick Ross,2012,498847,https://genius.com/Rick-Ross-Power-Circle-lyrics
Keanu Reeves,Logic,2019,672352,https://genius.com/Logic-Keanu-Reeves-lyrics
IGORS THEME,"Tyler, The Creator",2019,652124,https://genius.com/Tyler-The-Creator-IGORS-THEME-lyrics
Been A Minute Interlude,YFN Lucci,2015,191474,https://genius.com/YFN-Lucci-Been-A-Minute-Interlude-lyrics
Sunflower,Rex Orange County,2017,1467260,https://genius.com/Rex-Orange-County-Sunflower-lyrics
​spy?,WHOKILLEDXIX,2020,195373,https://genius.com/WHOKILLEDXIX-​spy-lyrics
Party,Beyonc,2011,281332,https://genius.com/Beyonc-Party-lyrics
Me Myself  I,"Me, Myself & I Lyrics - G-Eazy & Bebe Rexha",2015,2574481,https://genius.com/Me-Myself-I-Lyrics-GEazy-Bebe-Rexha-Me-Myself-I-lyrics
Stop Breathing,Playboi Carti,2020,398034,https://genius.com/Playboi-Carti-Stop-Breathing-lyrics
Roast Yourself Harder,Gabbie Hanna,2018,273739,https://genius.com/Gabbie-Hanna-Roast-Yourself-Harder-lyrics
Shut Up,Stormzy,2015,1523527,https://genius.com/Stormzy-Shut-Up-lyrics
Hardest to Love,The Weeknd,2020,699475,https://genius.com/The-Weeknd-Hardest-to-Love-lyrics
Do You Feel It?,Do You Feel It? Lyrics - Chaos Chaos,2014,319956,https://genius.com/Do-You-Feel-It-Lyrics-Chaos-Chaos-Do-You-Feel-It-lyrics
Bonfire Heart,James Blunt,2013,194016,https://genius.com/James-Blunt-Bonfire-Heart-lyrics
Circle of Life,Carmen Twillie & Lebo M,1994,1050049,https://genius.com/Carmen-Twillie-Lebo-M-Circle-of-Life-lyrics
Boyfriend,Justin Bieber,2012,448586,https://genius.com/Justin-Bieber-Boyfriend-lyrics
Low Key,$UICIDEBOY$,2015,473435,https://genius.com/UICIDEBOY-Low-Key-lyrics
Feds Watching,2 Chainz,2013,579846,https://genius.com/2-Chainz-Feds-Watching-lyrics
​ghost boy,Lil Peep,2015,276194,https://genius.com/Lil-Peep-​ghost-boy-lyrics
Ex Bitch,XXXTENTACION,2019,540065,https://genius.com/XXXTENTACION-Ex-Bitch-lyrics
RUNITUP,"Tyler, The Creator",2021,214383,https://genius.com/Tyler-The-Creator-RUNITUP-lyrics
SLR 2,Lupe Fiasco,2013,305227,https://genius.com/Lupe-Fiasco-SLR-2-lyrics
​bad idea,Ariana Grande,2019,761216,https://genius.com/Ariana-Grande-​bad-idea-lyrics
Post to Be,Omarion,2014,1350966,https://genius.com/Omarion-Post-to-Be-lyrics
Fade,Fade Lyrics - Kanye West,2015,1129742,https://genius.com/Fade-Lyrics-Kanye-West-Fade-lyrics
Freeee Ghost Town Pt. 2,KIDS SEE GHOSTS,2018,378540,https://genius.com/KIDS-SEE-GHOSTS-Freeee-Ghost-Town-Pt-2-lyrics
Long Kiss Goodnight,The Notorious B.I.G.,1997,330285,https://genius.com/The-Notorious-BIG-Long-Kiss-Goodnight-lyrics
7 Years,Lukas Graham,2015,3879413,https://genius.com/Lukas-Graham-7-Years-lyrics
Kick Push,Lupe Fiasco,2006,214691,https://genius.com/Lupe-Fiasco-Kick-Push-lyrics
Thats How You Feel,Drake,2018,704429,https://genius.com/Drake-Thats-How-You-Feel-lyrics
Never Change,JAY-Z,2001,260043,https://genius.com/JAYZ-Never-Change-lyrics
Only You,Cheat Codes & Little Mix,2018,232364,https://genius.com/Cheat-Codes-Little-Mix-Only-You-lyrics
Jet Fuel,Mac Miller,2018,343580,https://genius.com/Mac-Miller-Jet-Fuel-lyrics
BELIEVE IT,PARTYNEXTDOOR & Rihanna,2020,342230,https://genius.com/PARTYNEXTDOOR-Rihanna-BELIEVE-IT-lyrics
Lolly,Maejor,2013,488535,https://genius.com/Maejor-Lolly-lyrics
P.I.M.P.,50 Cent,2003,763833,https://genius.com/50-Cent-PIMP-lyrics
Daylily,Movements,2017,197593,https://genius.com/Movements-Daylily-lyrics
Sign of the Times,Harry Styles,2017,3860825,https://genius.com/Harry-Styles-Sign-of-the-Times-lyrics
Bugatti,Ace Hood,2013,1370133,https://genius.com/Ace-Hood-Bugatti-lyrics
You Were Beautiful English Ver.,DAY6,2018,330936,https://genius.com/DAY6-You-Were-Beautiful-English-Ver-lyrics
Mirrors,Justin Timberlake,2013,3404043,https://genius.com/Justin-Timberlake-Mirrors-lyrics
Thunderstruck,AC/DC,1990,304487,https://genius.com/ACDC-Thunderstruck-lyrics
Energy,Drake,2015,2781485,https://genius.com/Drake-Energy-lyrics
Love Me Tender,Elvis Presley,1956,198495,https://genius.com/Elvis-Presley-Love-Me-Tender-lyrics
​start//end,EDEN,2017,204129,https://genius.com/EDEN-​startend-lyrics
Coffee,beabadoobee,2017,278484,https://genius.com/beabadoobee-Coffee-lyrics
Can You Feel the Love Tonight,Walt Disney Records,1994,548703,https://genius.com/Walt-Disney-Records-Can-You-Feel-the-Love-Tonight-lyrics
Cheryl,Yung Gravy,2017,397636,https://genius.com/Yung-Gravy-Cheryl-lyrics
​looking for a star CANT GET YOU OUT OF MY HEAD,XXXTENTACION,2017,298307,https://genius.com/XXXTENTACION-​looking-for-a-star-CANT-GET-YOU-OUT-OF-MY-HEAD-lyrics
The Next Right Thing,Kristen Bell,2019,258860,https://genius.com/Kristen-Bell-The-Next-Right-Thing-lyrics
Fire Squad,J. Cole,2014,1724092,https://genius.com/J-Cole-Fire-Squad-lyrics
Silver Springs,Fleetwood Mac,1976,446509,https://genius.com/Fleetwood-Mac-Silver-Springs-lyrics
Marvins Room Cant Do Better,JoJo,2011,278615,https://genius.com/JoJo-Marvins-Room-Cant-Do-Better-lyrics
Candles,Juice WRLD,2018,339950,https://genius.com/Juice-WRLD-Candles-lyrics
Mercy,Kanye West,2012,6951903,https://genius.com/Kanye-West-Mercy-lyrics
​absolute in doubt,Lil Peep,2016,463249,https://genius.com/Lil-Peep-​absolute-in-doubt-lyrics
Clean,Taylor Swift,2014,465724,https://genius.com/Taylor-Swift-Clean-lyrics
Take It Back,Logic,2017,401074,https://genius.com/Logic-Take-It-Back-lyrics
Christopher Walking,Pop Smoke,2020,216472,https://genius.com/Pop-Smoke-Christopher-Walking-lyrics
Sorry Blame It On Me,Akon,2007,309169,https://genius.com/Akon-Sorry-Blame-It-On-Me-lyrics
O.P.P.,Naughty By Nature,1991,353720,https://genius.com/Naughty-By-Nature-OPP-lyrics
Lie to Me,5 Seconds of Summer,2018,441416,https://genius.com/5-Seconds-of-Summer-Lie-to-Me-lyrics
Living Single,Big Sean,2016,452716,https://genius.com/Big-Sean-Living-Single-lyrics
Killamonjaro,KILLY,2017,426151,https://genius.com/KILLY-Killamonjaro-lyrics
Done for Me,Charlie Puth,2018,376110,https://genius.com/Charlie-Puth-Done-for-Me-lyrics
Paper Rings,Taylor Swift,2019,589676,https://genius.com/Taylor-Swift-Paper-Rings-lyrics
FREEDDAWG,YoungBoy Never Broke Again,2019,310412,https://genius.com/YoungBoy-Never-Broke-Again-FREEDDAWG-lyrics
Who Run It,G Herbo,2018,318069,https://genius.com/G-Herbo-Who-Run-It-lyrics
Pretty Boy,Joji,2020,328855,https://genius.com/Joji-Pretty-Boy-lyrics
Love Sosa,Chief Keef,2012,4541062,https://genius.com/Chief-Keef-Love-Sosa-lyrics
Sound of da Police,KRS-One,1993,342963,https://genius.com/KRSOne-Sound-of-da-Police-lyrics
Two Trucks,Lemon Demon,2013,190500,https://genius.com/Lemon-Demon-Two-Trucks-lyrics
Faucet Failure,Ski Mask the Slump God,2018,954351,https://genius.com/Ski-Mask-the-Slump-God-Faucet-Failure-lyrics
How Many Drinks?,Miguel,2013,245576,https://genius.com/Miguel-How-Many-Drinks-lyrics
Summer of 69,Bryan Adams,1985,337321,https://genius.com/Bryan-Adams-Summer-of-69-lyrics
OTW,Khalid,2018,595630,https://genius.com/Khalid-OTW-lyrics
Ten Duel Commandments,"Ten Duel Commandments Lyrics - Anthony Ramos, Lin-Manuel Miranda, Jon Rua, Leslie Odom, Jr. & Original Broadway Cast of ""Hamilton""",2015,957573,https://genius.com/Ten-Duel-Commandments-Lyrics-Anthony-Ramos-LinManuel-Miranda-Jon-Rua-Leslie-Odom-Jr-Original-Broadway-Cast-of-Hamilton-Ten-Duel-Commandments-lyrics
Fools Gold,One Direction,2014,277771,https://genius.com/One-Direction-Fools-Gold-lyrics
Jolene,Dolly Parton,1973,1044193,https://genius.com/Dolly-Parton-Jolene-lyrics
West Coast,G-Eazy & Blueface,2019,227875,https://genius.com/GEazy-Blueface-West-Coast-lyrics
Desires,Drake,2020,615300,https://genius.com/Drake-Desires-lyrics
2009,Mac Miller,2018,891794,https://genius.com/Mac-Miller-2009-lyrics
Call You Mine,The Chainsmokers & Bebe Rexha,2019,199373,https://genius.com/The-Chainsmokers-Bebe-Rexha-Call-You-Mine-lyrics
New Person Same Old Mistakes,Tame Impala,2015,873326,https://genius.com/Tame-Impala-New-Person-Same-Old-Mistakes-lyrics
Someone Like You,Mac Miller,2013,317030,https://genius.com/Mac-Miller-Someone-Like-You-lyrics
Paris in the Rain,Lauv,2017,438461,https://genius.com/Lauv-Paris-in-the-Rain-lyrics
At the Door,The Strokes,2020,215876,https://genius.com/The-Strokes-At-the-Door-lyrics
My Happiness Took Away For Life,YoungBoy Never Broke Again,2018,353291,https://genius.com/YoungBoy-Never-Broke-Again-My-Happiness-Took-Away-For-Life-lyrics
Drop the World,Lil Wayne,2009,713258,https://genius.com/Lil-Wayne-Drop-the-World-lyrics
Lifes a Bitch,Nas,1994,1225050,https://genius.com/Nas-Lifes-a-Bitch-lyrics
Pills,Joji,2017,197293,https://genius.com/Joji-Pills-lyrics
Dragostea Din Tei English Version,O-Zone,2004,219686,https://genius.com/OZone-Dragostea-Din-Tei-English-Version-lyrics
​​p u n c h i n ’ . t h e . c l o c k,J. Cole,2021,335153,https://genius.com/J-Cole-​​p-u-n-c-h-i-n-’-t-h-e-c-l-o-c-k-lyrics
​untitled 05 | 09.21.2014.,Kendrick Lamar,2016,498797,https://genius.com/Kendrick-Lamar-​untitled-05-09212014-lyrics
Stan,Eminem,2000,3298983,https://genius.com/Eminem-Stan-lyrics
​ball w/o you,21 Savage,2018,918262,https://genius.com/21-Savage-​ball-wo-you-lyrics
Barely Legal,The Strokes,2001,223380,https://genius.com/The-Strokes-Barely-Legal-lyrics
Reckoner,Radiohead,2007,256794,https://genius.com/Radiohead-Reckoner-lyrics
Deep Wounds,Polo G,2019,218132,https://genius.com/Polo-G-Deep-Wounds-lyrics
9 5 . s o u t h,J. Cole,2021,719843,https://genius.com/J-Cole-9-5-s-o-u-t-h-lyrics
What Lovers Do,Maroon 5,2017,1620915,https://genius.com/Maroon-5-What-Lovers-Do-lyrics
Run Up,Major Lazer,2017,394502,https://genius.com/Major-Lazer-Run-Up-lyrics
Famous Hoes,NLE Choppa,2019,222726,https://genius.com/NLE-Choppa-Famous-Hoes-lyrics
The Remorse,Drake,2021,248685,https://genius.com/Drake-The-Remorse-lyrics
Someday,The Strokes,2002,378768,https://genius.com/The-Strokes-Someday-lyrics
Daddy Lessons,Beyonc,2016,568785,https://genius.com/Beyonc-Daddy-Lessons-lyrics
We’re All In This Together,High School Musical Cast,2006,557612,https://genius.com/High-School-Musical-Cast-We’re-All-In-This-Together-lyrics
ME,Taylor Swift,2019,1417794,https://genius.com/Taylor-Swift-ME-lyrics
Break Your Heart Right Back,Ariana Grande,2014,199395,https://genius.com/Ariana-Grande-Break-Your-Heart-Right-Back-lyrics
Purple Lamborghini,Skrillex & Rick Ross,2016,692722,https://genius.com/Skrillex-Rick-Ross-Purple-Lamborghini-lyrics
Big Tymin,Nef The Pharaoh,2015,193869,https://genius.com/Nef-The-Pharaoh-Big-Tymin-lyrics
PCH,Jaden,2014,362574,https://genius.com/Jaden-PCH-lyrics
Happier,Ed Sheeran,2017,1971704,https://genius.com/Ed-Sheeran-Happier-lyrics
Easier,5 Seconds of Summer,2019,313494,https://genius.com/5-Seconds-of-Summer-Easier-lyrics
Duality,Slipknot,2004,334076,https://genius.com/Slipknot-Duality-lyrics
Inside the Mattress,Future,2016,269426,https://genius.com/Future-Inside-the-Mattress-lyrics
Jealous,Fredo Santana,2013,317077,https://genius.com/Fredo-Santana-Jealous-lyrics
Stay,Post Malone,2018,1405393,https://genius.com/Post-Malone-Stay-lyrics
Slow Jamz,"Twista, Kanye West & Jamie Foxx",2003,555707,https://genius.com/Twista-Kanye-West-Jamie-Foxx-Slow-Jamz-lyrics
BROWN SKIN GIRL,"Blue Ivy, SAINt JHN, Beyonc & Wizkid",2019,891110,https://genius.com/Blue-Ivy-SAINt-JHN-Beyonc-Wizkid-BROWN-SKIN-GIRL-lyrics
Lost Stars,Adam Levine,2014,485623,https://genius.com/Adam-Levine-Lost-Stars-lyrics
Psycho Killer,Talking Heads,1977,512920,https://genius.com/Talking-Heads-Psycho-Killer-lyrics
The Ballad of Me and My Brain,The 1975,2016,234339,https://genius.com/The-1975-The-Ballad-of-Me-and-My-Brain-lyrics
Summertime Sadness,Lana Del Rey,2012,1277584,https://genius.com/Lana-Del-Rey-Summertime-Sadness-lyrics
2SEATER,"Tyler, The Creator",2015,277356,https://genius.com/Tyler-The-Creator-2SEATER-lyrics
Hotline Bling,Drake,2015,6877777,https://genius.com/Drake-Hotline-Bling-lyrics
929,Halsey,2020,264519,https://genius.com/Halsey-929-lyrics
Everything I Am,Kanye West,2007,552969,https://genius.com/Kanye-West-Everything-I-Am-lyrics
You Can Call Me Al,Paul Simon,1986,223587,https://genius.com/Paul-Simon-You-Can-Call-Me-Al-lyrics
Losing Interest,Timmies,2017,190689,https://genius.com/Timmies-Losing-Interest-lyrics
Ordinary People,John Legend,2004,283479,https://genius.com/John-Legend-Ordinary-People-lyrics
The Matrimony,Wale,2015,918742,https://genius.com/Wale-The-Matrimony-lyrics
Used To,Drake,2015,987598,https://genius.com/Drake-Used-To-lyrics
December 4th,JAY-Z,2003,283714,https://genius.com/JAYZ-December-4th-lyrics
​deja vu,Olivia Rodrigo,2021,2539113,https://genius.com/Olivia-Rodrigo-​deja-vu-lyrics
Nandemonaiya English Version,RADWIMPS,2017,371243,https://genius.com/RADWIMPS-Nandemonaiya-English-Version-lyrics
California Dreamin,The Mamas & The Papas,1965,347125,https://genius.com/The-Mamas-The-Papas-California-Dreamin-lyrics
Gangsta,ScHoolboy Q,2014,331314,https://genius.com/ScHoolboy-Q-Gangsta-lyrics
Black Widow,Iggy Azalea,2014,426368,https://genius.com/Iggy-Azalea-Black-Widow-lyrics
BTS - 땡 Ddaeng English Translation,Genius English Translations,2018,321560,https://genius.com/Genius-English-Translations-BTS-땡-Ddaeng-English-Translation-lyrics
Mr. Loverman,Ricky Montgomery,2016,285222,https://genius.com/Ricky-Montgomery-Mr-Loverman-lyrics
Get On Your Knees,Nicki Minaj,2014,414499,https://genius.com/Nicki-Minaj-Get-On-Your-Knees-lyrics
Death with Dignity,Sufjan Stevens,2015,332105,https://genius.com/Sufjan-Stevens-Death-with-Dignity-lyrics
Change,RM & Wale,2017,470659,https://genius.com/RM-Wale-Change-lyrics
House of Gold,twenty one pilots,2013,354186,https://genius.com/twenty-one-pilots-House-of-Gold-lyrics
God Is Fair Sexy Nasty,Mac Miller,2016,391861,https://genius.com/Mac-Miller-God-Is-Fair-Sexy-Nasty-lyrics
The Adventures of Moon Man  Slim Shady,Kid Cudi & Eminem,2020,730781,https://genius.com/Kid-Cudi-Eminem-The-Adventures-of-Moon-Man-Slim-Shady-lyrics
2013 BET Hip Hop Awards - TDE Cypher,BET,2013,645409,https://genius.com/BET-2013-BET-Hip-Hop-Awards-TDE-Cypher-lyrics
Saline Solution,Wilbur Soot,2020,304564,https://genius.com/Wilbur-Soot-Saline-Solution-lyrics
When You Die,MGMT,2017,264610,https://genius.com/MGMT-When-You-Die-lyrics
Mood Swings,Pop Smoke,2020,1088908,https://genius.com/Pop-Smoke-Mood-Swings-lyrics
My Shiny Teeth and Me,Chris Kirkpatrick,2002,283467,https://genius.com/Chris-Kirkpatrick-My-Shiny-Teeth-and-Me-lyrics
Lonely,Yung Bans,2017,222057,https://genius.com/Yung-Bans-Lonely-lyrics
Perry Aye,A$AP Mob,2017,270169,https://genius.com/AAP-Mob-Perry-Aye-lyrics
Reagan,Killer Mike,2012,277416,https://genius.com/Killer-Mike-Reagan-lyrics
Hold Up,Beyonc,2016,1850869,https://genius.com/Beyonc-Hold-Up-lyrics
Chocolate,The 1975,2013,806763,https://genius.com/The-1975-Chocolate-lyrics
Bake Sale,Bake Sale Lyrics - Wiz Khalifa,2016,307269,https://genius.com/Bake-Sale-Lyrics-Wiz-Khalifa-Bake-Sale-lyrics
Im a Little Teapot,Children Songs,1939,344971,https://genius.com/Children-Songs-Im-a-Little-Teapot-lyrics
Human,Rag'n'Bone Man,2016,900836,https://genius.com/RagnBone-Man-Human-lyrics
Same Song  Dance,Eminem,2009,268061,https://genius.com/Eminem-Same-Song-Dance-lyrics
​way back,Travis Scott,2016,813789,https://genius.com/Travis-Scott-​way-back-lyrics
Yes Im Changing,Tame Impala,2015,562069,https://genius.com/Tame-Impala-Yes-Im-Changing-lyrics
Beez In The Trap,Nicki Minaj,2012,1926870,https://genius.com/Nicki-Minaj-Beez-In-The-Trap-lyrics
Sherane a.k.a Master Splinters Daughter,Kendrick Lamar,2012,1387277,https://genius.com/Kendrick-Lamar-Sherane-aka-Master-Splinters-Daughter-lyrics
You Know Im No Good,Amy Winehouse,2007,613828,https://genius.com/Amy-Winehouse-You-Know-Im-No-Good-lyrics
Black Panther,Kendrick Lamar,2018,337229,https://genius.com/Kendrick-Lamar-Black-Panther-lyrics
Dark Times,The Weeknd,2015,822301,https://genius.com/The-Weeknd-Dark-Times-lyrics
Nutshell,Alice in Chains,1994,371946,https://genius.com/Alice-in-Chains-Nutshell-lyrics
Aint No Fun If the Homies Cant Have None,Snoop Dogg,1993,423108,https://genius.com/Snoop-Dogg-Aint-No-Fun-If-the-Homies-Cant-Have-None-lyrics
It’s You,Ali Gatie,2019,633018,https://genius.com/Ali-Gatie-It’s-You-lyrics
No Heart,YNW Melly,2019,206545,https://genius.com/YNW-Melly-No-Heart-lyrics
Get Lit,A$AP Rocky,2011,270656,https://genius.com/AAP-Rocky-Get-Lit-lyrics
So Far Away,Martin Garrix & David Guetta,2017,842293,https://genius.com/Martin-Garrix-David-Guetta-So-Far-Away-lyrics
You Need Me I Dont Need You,Ed Sheeran,2011,364516,https://genius.com/Ed-Sheeran-You-Need-Me-I-Dont-Need-You-lyrics
Cum on Everybody,Eminem,1999,226598,https://genius.com/Eminem-Cum-on-Everybody-lyrics
Mr. Blue Sky,Electric Light Orchestra,1977,422441,https://genius.com/Electric-Light-Orchestra-Mr-Blue-Sky-lyrics
Multiply,A$AP Rocky,2014,962572,https://genius.com/AAP-Rocky-Multiply-lyrics
You Are Not Alone,Michael Jackson,1995,232955,https://genius.com/Michael-Jackson-You-Are-Not-Alone-lyrics
Yellow Hearts,Ant Saunders,2019,248391,https://genius.com/Ant-Saunders-Yellow-Hearts-lyrics
No Limit,Usher,2016,316598,https://genius.com/Usher-No-Limit-lyrics
Lost in the Moment,NF,2016,218118,https://genius.com/NF-Lost-in-the-Moment-lyrics
Smoke a Nigga,Juicy J,2013,257649,https://genius.com/Juicy-J-Smoke-a-Nigga-lyrics
